Ticker,ICBCode1,ICBName1,ICBCode2,ICBName2,ICBCode3,ICBName3,ICBCode4,ICBName4
UEM,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
UIC,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
ULG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
UMC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
UNI,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
UNM,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
UPC,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
UPH,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế
UPS,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
USC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
USD,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
USIF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
UTT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
UVDIF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
UVEEF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
UVEF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
UVO,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
UXC,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
V11,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
V12,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
V15,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
V21,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
V45,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
V68,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VAB,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng
VAF,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VAT,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
VAV,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
VBB,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng
VBC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VBG,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VBH,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VBIF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VBT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VC1,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VC2,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VC3,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VC5,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VC6,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VC7,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VC9,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VCA,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VCAMBF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCAMDF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCAMFI,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCB,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng
VCBF-AIF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCBF-BCF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCBF-FIF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCBF-MGF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCBF-TBF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VCE,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VCF,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VCG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VCH,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VCI,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCK,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCM,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VCP,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
VCR,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VCS,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VCT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VCW,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
VCX,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VDB,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VDG,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VDHF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VDL,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VDM,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VDN,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VDP,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế
VDS,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VDT,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VE1,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VE2,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VE3,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VE4,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VE8,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VE9,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VEA,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VEC,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
VEF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VEG,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VEIL,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VES,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VET,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VFC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VFG,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VFMVFA,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VFMVSF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VFR,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VFS,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VGC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VGG,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VGI,6000,Viễn thông,6000,Viễn thông,6000,Viễn thông,6000,Viễn thông
VGL,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VGP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VGR,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VGS,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VGT,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VGV,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VHC,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VHD,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VHE,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế
VHF,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VHG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VHH,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VHI,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VHL,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VHM,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VIB,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng
VIC,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VID,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VIE,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
VIF,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VIG,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VIH,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VIM,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VIN,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VINACAPITAL-VDEF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VINACAPITAL-VEOF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VINACAPITAL-VESAF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VINACAPITAL-VFF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VINACAPITAL-VIBF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VINACAPITAL-VMEEF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VINACAPITAL-VOF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VINACAPITAL-VVF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VINHAN,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VIP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VIR,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VIS,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VIT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VIW,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VIX,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VJC,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VKC,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VKD,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VKP,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VLA,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
VLB,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VLBF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VLC,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VLF,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VLG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VLGF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VLP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VLS,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VLW,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
VMA,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VMC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VMD,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế,4000,Dược phẩm và Y tế
VMG,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
VMI,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VMK,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VMS,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VMT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VNA,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VNB,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VNC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VND,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VNDAF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VNDBF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VNDCF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VNDT,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VNE,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VNEFUND,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VNF,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VNG,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VNH,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VNI,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VNL,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VNM,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VNP,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VNR,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VNS,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VNT,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VNW,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VNX,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VNY,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VNZ,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VOC,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VOS,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VPA,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VPB,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng,8301,Ngân hàng
VPC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VPD,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
VPG,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VPH,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VPI,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VPL,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VPR,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VPS,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VPW,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
VPX,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VQC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VRC,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VRE,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VRG,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VSA,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VSC,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VSE,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VSF,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VSG,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VSH,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng,7000,Tiện ích Cộng đồng
VSI,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VSM,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VSN,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VSP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VST,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTA,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTB,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTBF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VTC,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
VTD,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VTE,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin,9000,Công nghệ Thông tin
VTG,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VTH,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTI,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VTJ,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VTK,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTL,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VTM,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VTO,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTP,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTQ,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VTR,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng,5000,Dịch vụ Tiêu dùng
VTS,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTT,6000,Viễn thông,6000,Viễn thông,6000,Viễn thông,6000,Viễn thông
VTV,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTX,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp,2000,Công nghiệp
VTZ,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu,1000,Nguyên vật liệu
VUA,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VUG,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng,3000,Hàng Tiêu dùng
VVAF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
VVDIF,8000,Tài chính,8000,Tài chính,8000,Tài chính,8000,Tài chính
